kp,ki,Max power rate of G15.02 (max=341.165MW/min),Max power rate of G16.01 (max=686.878MW/min),Max power rate of G17.02 (max=95.200MW/min),Max power rate of G23.01 (max=485.898MW/min),Max power rate of G26.01 (max=356.785MW/min),Exceed max power rate or not?
1.4,0.08,280.9126,610.1138,78.33,416.0895,315.8113,Not Exceed
1.4,0.08,313.9856,674.5156,87.438,464.0833,351.3543,Not Exceed
1.5,0.01,207.5189,431.2009,59.5111,304.0473,228.2947,Not Exceed
1.5,0.01,213.73,436.1765,58.4373,302.0249,228.1876,Not Exceed
1.5,0.01,245.0906,446.8566,60.7018,307.5402,231.3039,Not Exceed
1.5,0.02,213.6191,444.6263,61.1827,312.503,234.7015,Not Exceed
1.5,0.02,220.9459,451.9586,60.6325,310.8973,234.8898,Not Exceed
1.5,0.02,249.2129,461.4781,62.7243,319.2581,240.1289,Not Exceed
1.5,0.03,220.7822,459.2677,62.853,321.3902,241.2707,Not Exceed
1.5,0.03,228.1533,467.72,63.0011,319.7646,241.6565,Not Exceed
1.5,0.03,253.335,477.8054,64.8824,330.9606,248.9422,Not Exceed
1.5,0.04,227.9352,473.8887,64.5221,331.4832,248.9022,Not Exceed
1.5,0.04,235.3521,483.5882,65.3651,330.6051,248.4192,Not Exceed
1.5,0.04,257.4569,494.8325,67.039,342.6476,257.744,Not Exceed
1.5,0.05,235.2081,488.484,66.3233,341.5629,256.5221,Not Exceed
1.5,0.05,242.8783,501.4013,67.7246,342.5706,257.1979,Not Exceed
1.5,0.05,261.5787,511.8405,69.2374,355.7094,266.806,Not Exceed
1.5,0.06,243.3109,504.0411,68.3053,351.628,264.1324,Not Exceed
1.5,0.06,251.1113,519.1753,70.0795,355.1412,266.2613,Not Exceed
1.5,0.06,265.7004,529.78,71.6959,368.8207,276.6736,Not Exceed
1.5,0.07,251.3948,520.6094,70.2845,361.6795,271.7322,Not Exceed
1.5,0.07,259.3278,536.9101,72.4299,368.2752,275.9552,Not Exceed
1.5,0.07,324.3678,697.8023,90.5424,479.3729,363.7286,Exceed
1.5,0.08,259.4595,537.1389,72.2609,372.8095,279.3215,Not Exceed
1.5,0.08,329.6863,714.0932,91.9189,486.355,369.7033,Exceed
1.5,0.08,341.9997,731.5858,95.1152,502.7557,381.0021,Exceed
1.6,0.01,219.6777,456.5086,63.0176,321.9843,241.7342,Not Exceed
1.6,0.01,225.6716,461.0297,62.2232,319.9676,242.4277,Not Exceed
1.6,0.01,261.0794,473.1162,64.3786,324.2281,243.8544,Not Exceed
1.6,0.02,225.6916,468.7475,64.6813,330.4004,248.111,Not Exceed
1.6,0.02,232.8406,475.6246,63.6923,328.8062,248.3991,Not Exceed
1.6,0.02,265.2003,487.6826,66.1868,335.8655,252.6188,Not Exceed
1.6,0.03,231.8845,482.4857,66.3437,338.8102,254.4829,Not Exceed
1.6,0.03,240.0012,491.2761,65.9033,337.6397,255.1401,Not Exceed
1.6,0.03,269.3209,502.2404,68.3087,347.4876,261.3715,Not Exceed
1.6,0.04,238.9844,496.9984,68.0035,347.7874,261.0926,Not Exceed
1.6,0.04,247.1531,506.907,68.2452,346.468,261.8771,Not Exceed
1.6,0.04,273.4414,518.7475,70.455,359.0942,270.1126,Not Exceed
1.6,0.05,246.0738,511.4899,69.6634,357.7927,268.657,Not Exceed
1.6,0.05,254.2966,522.5172,70.5825,356.9576,268.6102,Not Exceed
1.6,0.05,277.5618,535.6491,72.5997,370.6854,278.8421,Not Exceed
1.6,0.06,253.1533,525.9612,71.4205,367.784,276.2109,Not Exceed
1.6,0.06,261.4315,539.4713,72.9153,368.786,276.8869,Not Exceed
1.6,0.06,281.682,552.5315,74.7428,383.0439,287.56,Not Exceed
1.6,0.07,260.7756,540.4123,73.385,377.7623,283.7543,Not Exceed
1.6,0.07,269.5535,557.0221,75.2435,380.5911,285.8457,Not Exceed
1.6,0.07,334.2221,715.3251,92.8035,490.4048,372.6778,Exceed
1.6,0.08,268.7507,556.5764,75.3466,387.7262,291.287,Not Exceed
1.6,0.08,342.769,740.2755,95.4736,504.9083,382.93,Exceed
1.6,0.08,374.8602,799.1547,104.5131,548.2281,416.108,Exceed
1.7,0.01,231.9064,481.4916,66.4791,339.7,255.0043,Not Exceed
1.7,0.01,237.3884,486.2248,66.0032,337.7165,256.595,Not Exceed
1.7,0.01,277.0545,499.0598,68.0236,340.548,256.1351,Not Exceed
1.7,0.02,237.6654,493.6727,68.135,348.0772,261.3511,Not Exceed
1.7,0.02,244.5106,499.4938,67.0435,346.5214,261.9842,Not Exceed
1.7,0.02,281.1739,513.5711,69.8271,352.1051,264.832,Not Exceed
1.7,0.03,243.6462,505.8443,69.7895,356.4479,267.693,Not Exceed
1.7,0.03,251.6243,514.3175,68.9003,355.3211,268.4764,Not Exceed
1.7,0.03,285.2931,528.0738,71.6793,363.6467,273.5242,Not Exceed
1.7,0.04,249.7801,519.6008,71.4444,364.8166,274.034,Not Exceed
1.7,0.04,258.7295,529.8386,71.0318,364.1156,275.1877,Not Exceed
1.7,0.04,289.4122,542.5681,73.8153,375.173,282.2048,Not Exceed
1.7,0.05,256.8161,533.9836,73.0964,373.6664,280.52,Not Exceed
1.7,0.05,265.8261,545.3392,73.347,372.9049,281.8951,Not Exceed
1.7,0.05,293.5311,558.9451,75.9498,386.6838,290.8738,Not Exceed
1.7,0.06,263.8418,548.346,74.747,383.5841,288.0175,Not Exceed
1.7,0.06,272.9142,560.8191,75.6577,382.5805,288.5986,Not Exceed
1.7,0.06,297.6499,590.5178,78.0826,404.9082,307.6231,Not Exceed
1.7,0.07,270.8577,562.6882,76.4146,393.4879,295.5045,Not Exceed
1.7,0.07,279.9938,576.3935,77.9638,394.2719,296.0192,Not Exceed
1.7,0.07,368.4882,784.9306,102.2501,538.1636,408.6733,Exceed
1.7,0.08,277.8635,577.0101,78.3614,403.3779,302.981,Not Exceed
1.7,0.08,357.4045,770.0711,99.5915,524.7653,398.3261,Exceed
1.7,0.08,342.4978,722.7624,94.9535,495.9796,376.2609,Exceed
1.8,0.01,244.522,506.1616,69.9002,357.2075,268.1161,Not Exceed
1.8,0.01,248.8815,511.853,69.7771,355.268,270.6855,Not Exceed
1.8,0.01,293.0179,524.688,71.6369,356.5009,269.1573,Not Exceed
1.8,0.02,249.4778,518.2849,71.5482,365.5455,274.433,Not Exceed
1.8,0.02,255.9569,524.3086,70.8167,364.0391,276.064,Not Exceed
1.8,0.02,297.1358,539.1441,73.4357,367.9776,276.7694,Not Exceed
1.8,0.03,255.4302,530.3988,73.1949,373.8772,280.745,Not Exceed
1.8,0.03,263.0239,537.5097,71.985,372.805,281.6621,Not Exceed
1.8,0.03,301.2536,553.5918,75.2339,379.439,285.4012,Not Exceed
1.8,0.04,261.378,542.5033,74.8403,382.2025,287.0521,Not Exceed
1.8,0.04,270.0823,552.2578,74.0172,381.5658,288.3478,Not Exceed
1.8,0.04,305.3712,568.0309,77.1201,390.885,294.0213,Not Exceed
1.8,0.05,267.3212,555.9687,76.4844,390.5212,293.3544,Not Exceed
1.8,0.05,277.1322,567.6489,76.0471,390.3213,295.0295,Not Exceed
1.8,0.05,309.4887,582.4615,79.2443,402.3157,302.6299,Not Exceed
1.8,0.06,274.2799,570.2227,78.1273,399.0435,299.6517,Not Exceed
1.8,0.06,284.1736,583.0194,78.3069,399.0717,301.7073,Not Exceed
1.8,0.06,380.8083,809.1103,105.4696,553.8842,421.2645,Exceed
1.8,0.07,281.2423,584.4564,79.7689,408.8737,306.9953,Not Exceed
1.8,0.07,291.2065,598.3693,80.591,407.8794,308.3812,Not Exceed
1.8,0.07,385.7871,817.7034,106.9025,560.1822,425.5921,Exceed
1.8,0.08,288.1949,598.67,81.4091,418.6902,314.4154,Not Exceed
1.8,0.08,370.849,795.4694,103.3442,542.5841,412.3754,Exceed
1.8,0.08,371.6982,781.9153,103.0589,536.2725,406.8652,Exceed
1.9,0.01,257.0559,530.5075,73.2765,374.4944,281.0587,Not Exceed
1.9,0.01,260.6762,538.0477,73.5447,373.0478,284.6987,Not Exceed
1.9,0.01,308.9656,551.2469,75.2183,373.0704,282.0045,Not Exceed
1.9,0.02,261.8255,542.573,74.9166,382.7933,287.3457,Not Exceed
1.9,0.02,267.1803,548.8018,74.5836,381.359,290.0666,Not Exceed
1.9,0.02,313.0821,564.401,77.0124,383.4834,289.4326,Not Exceed
1.9,0.03,267.0585,554.6292,76.5555,391.0859,293.6278,Not Exceed
1.9,0.03,274.2005,561.9447,75.6225,390.0912,295.4332,Not Exceed
1.9,0.03,317.1985,578.7935,78.8059,394.8646,297.0024,Not Exceed
1.9,0.04,272.9778,566.6761,78.1931,399.3724,299.9053,Not Exceed
1.9,0.04,281.2123,575.078,77.0261,398.8183,301.357,Not Exceed
1.9,0.04,321.3147,593.1776,80.5988,406.2304,305.5622,Not Exceed
1.9,0.05,278.8927,578.7136,79.8294,407.6523,306.1777,Not Exceed
1.9,0.05,288.2155,589.4475,79.0432,407.5401,308.0131,Not Exceed
1.9,0.05,325.4307,607.5531,82.4832,417.5809,314.1103,Not Exceed
1.9,0.06,284.8028,591.5924,81.4644,415.9258,312.4452,Not Exceed
1.9,0.06,295.2102,604.7088,81.0581,416.2567,314.6652,Not Exceed
1.9,0.06,394.0525,833.9281,109.1336,569.4299,434.1879,Exceed
1.9,0.07,291.3772,605.7178,83.0981,424.193,318.7078,Not Exceed
1.9,0.07,302.1965,619.9496,83.1255,424.9681,321.3135,Not Exceed
1.9,0.07,384.3355,809.5465,106.3033,554.1737,421.2377,Exceed
1.9,0.08,298.2763,619.823,84.7305,433.6589,325.5882,Not Exceed
1.9,0.08,396.6806,849.3584,110.5593,578.7908,440.0858,Exceed
1.9,0.08,403.7962,847.041,111.7939,580.3639,440.5876,Exceed
2.0,0.01,269.5056,554.534,76.6096,391.5655,293.8364,Not Exceed
2.0,0.01,272.6867,564.0695,77.3062,391.3054,298.6353,Not Exceed
2.0,0.01,324.8997,577.973,78.7678,389.8217,294.6769,Not Exceed
2.0,0.02,274.2627,566.5419,78.2419,399.8255,300.0935,Not Exceed
2.0,0.02,278.5771,574.7614,78.3444,398.4821,303.9926,Not Exceed
2.0,0.02,329.0147,589.8376,80.5572,399.6391,302.0721,Not Exceed
2.0,0.03,279.018,578.5405,79.8729,408.0791,306.3458,Not Exceed
2.0,0.03,285.1544,586.0585,79.3826,407.1806,309.3486,Not Exceed
2.0,0.03,333.1296,603.6797,82.346,409.9243,309.4618,Not Exceed
2.0,0.04,284.4205,590.5296,81.5026,416.3265,312.5932,Not Exceed
2.0,0.04,292.1195,599.1336,80.4206,415.8741,314.7033,Not Exceed
2.0,0.04,337.2444,618.0087,84.1343,421.2101,316.8459,Not Exceed
2.0,0.05,290.307,602.5095,83.1311,424.5676,318.8358,Not Exceed
2.0,0.05,299.0761,612.1992,81.9763,424.5622,320.8468,Not Exceed
2.0,0.05,413.1196,871.1809,114.4064,595.6466,453.5315,Exceed
2.0,0.06,296.1888,614.4799,84.7582,432.8022,325.0735,Not Exceed
2.0,0.06,306.0242,625.8884,83.9785,433.2452,327.4734,Not Exceed
2.0,0.06,413.2982,870.9093,114.1624,595.2947,453.07,Exceed
2.0,0.07,302.0661,626.4738,86.3841,441.0305,331.3064,Not Exceed
2.0,0.07,416.0339,891.2056,116.1184,604.6181,461.6782,Exceed
2.0,0.07,433.9005,911.5564,119.9401,622.7327,474.2006,Exceed
2.0,0.08,308.1089,640.4711,88.0087,449.2525,337.5344,Not Exceed
2.0,0.08,411.427,879.3054,114.6883,598.6342,455.323,Exceed
2.0,0.08,438.6662,917.8826,121.091,628.0513,477.2864,Exceed
2.1,0.01,281.8719,578.2415,79.8994,408.4209,306.4491,Not Exceed
2.1,0.01,284.5582,589.9187,81.0615,409.4614,312.4947,Not Exceed
2.1,0.01,340.82,604.5326,82.2855,406.3405,307.1745,Not Exceed
2.1,0.02,286.6163,590.1919,81.5239,416.6422,312.6765,Not Exceed
2.1,0.02,290.4242,600.5846,82.099,416.4467,317.8414,Not Exceed
2.1,0.02,344.9336,616.3737,84.0702,416.1144,314.5369,Exceed
2.1,0.03,291.3589,602.133,83.1471,424.8572,318.8991,Not Exceed
2.1,0.03,296.2863,611.2468,83.1365,424.0727,323.1867,Not Exceed
2.1,0.03,349.0471,628.2503,85.8543,425.881,321.8938,Exceed
2.1,0.04,296.0997,614.0646,84.7691,433.0657,325.1168,Not Exceed
2.1,0.04,302.8048,622.8687,84.1739,432.7323,328.5307,Not Exceed
2.1,0.04,353.1604,642.5243,87.6378,435.8248,329.2451,Exceed
2.1,0.05,301.5645,625.9869,86.3897,441.2676,331.3296,Not Exceed
2.1,0.05,309.7149,635.8762,85.2111,441.3867,333.8732,Not Exceed
2.1,0.05,424.9742,882.7727,115.9984,601.6659,459.3172,Exceed
2.1,0.06,307.4181,637.8999,88.009,449.4634,337.5376,Not Exceed
2.1,0.06,316.6164,648.8741,86.8361,450.0358,340.1306,Not Exceed
2.1,0.06,438.1572,919.5282,120.8642,627.3283,478.2683,Exceed
2.1,0.07,313.2671,649.8035,89.6271,457.6527,343.7408,Not Exceed
2.1,0.07,439.2851,940.0779,122.6549,638.4282,486.2584,Exceed
2.1,0.07,401.8547,837.253,110.6344,572.1986,435.4043,Exceed
2.1,0.08,319.1114,661.6977,91.2439,465.8357,349.939,Not Exceed
2.1,0.08,413.1832,882.2922,115.5103,597.7782,456.6639,Exceed
2.1,0.08,475.3505,992.4654,131.3792,677.9658,515.932,Exceed
2.2,0.01,294.1542,601.6308,83.1463,425.0618,318.8977,Not Exceed
2.2,0.01,296.288,615.6708,84.8111,427.5228,326.2834,Not Exceed
2.2,0.01,356.7266,630.9258,85.7714,422.6272,319.4975,Exceed
2.2,0.02,298.886,613.5237,84.763,433.244,325.0954,Not Exceed
2.2,0.02,302.1295,626.2349,85.848,434.4941,331.6195,Not Exceed
2.2,0.02,360.8388,642.7433,87.5513,432.3576,326.8271,Exceed
2.2,0.03,303.616,625.4072,86.3783,441.42,331.2882,Not Exceed
2.2,0.03,307.9672,636.8711,86.8847,441.4637,336.9543,Not Exceed
2.2,0.03,364.9508,654.5578,89.3307,442.0807,334.1512,Exceed
2.2,0.04,308.3444,637.2814,87.9924,449.5897,337.4761,Not Exceed
2.2,0.04,313.8011,647.5036,87.9214,449.3993,342.2876,Not Exceed
2.2,0.04,457.4691,958.7307,125.5727,653.0819,498.5834,Exceed
2.2,0.05,313.0709,649.1462,89.6053,457.7529,343.659,Not Exceed
2.2,0.05,320.1319,659.233,88.9575,458.0144,347.6133,Not Exceed
2.2,0.05,468.8268,982.3665,129.0309,669.9967,510.6861,Exceed
2.2,0.06,318.4907,661.0017,91.2168,465.9097,349.8372,Not Exceed
2.2,0.06,326.9869,672.1729,89.994,466.6299,352.9439,Not Exceed
2.2,0.06,437.4018,912.9936,120.6491,622.5584,474.6955,Exceed
2.2,0.07,324.3115,672.848,92.8271,474.0603,356.0106,Not Exceed
2.2,0.07,462.5922,985.7561,129.1085,670.2307,511.3358,Exceed
2.2,0.07,438.8514,912.1085,121.4342,623.8162,474.2142,Exceed
2.2,0.08,330.1276,684.6848,94.436,482.2045,362.1791,Exceed
2.2,0.08,459.7979,981.0572,128.6352,665.257,507.7038,Exceed
2.2,0.08,415.5666,858.6559,114.4232,587.3885,446.1874,Exceed
2.3,0.01,306.3529,624.7025,86.3502,441.4877,331.1818,Not Exceed
2.3,0.01,307.8831,642.5044,88.5541,445.4716,339.9848,Not Exceed
2.3,0.01,372.6195,657.1524,89.2253,438.6819,332.1965,Exceed
2.3,0.02,311.0721,636.538,87.959,449.6313,337.3498,Not Exceed
2.3,0.02,313.7003,651.7124,89.5903,452.4289,345.3103,Not Exceed
2.3,0.02,376.7302,668.9464,91.0006,448.3689,338.9429,Exceed
2.3,0.03,315.7894,648.364,89.5666,457.7683,343.5129,Not Exceed
2.3,0.03,319.5136,662.3226,90.6264,459.3844,350.6344,Not Exceed
2.3,0.03,380.8408,680.7374,92.7753,458.0486,348.6553,Exceed
2.3,0.04,320.5051,660.1808,91.1729,465.8991,349.6711,Not Exceed
2.3,0.04,325.3231,672.9291,91.6624,466.338,355.9571,Not Exceed
2.3,0.04,458.4804,958.1245,125.9515,652.7398,497.9867,Exceed
2.3,0.05,325.2189,671.9882,92.7779,474.0235,355.8244,Not Exceed
2.3,0.05,331.1287,683.5319,92.6983,474.4447,361.2785,Exceed
2.3,0.05,466.838,950.2876,125.3414,647.249,493.9178,Exceed
2.3,0.06,329.9311,683.7863,94.3816,482.1416,361.973,Exceed
2.3,0.06,470.1893,1002.1996,131.3785,679.2209,519.3598,Exceed
2.3,0.06,496.5553,1034.2787,136.6631,704.8869,537.393,Exceed
2.3,0.07,335.1997,695.5756,95.9843,490.2551,368.118,Exceed
2.3,0.07,468.4004,998.997,130.9593,677.9965,516.7661,Exceed
2.3,0.07,481.0257,998.1556,132.2071,681.1881,518.5227,Exceed
2.3,0.08,340.9876,707.355,97.5855,498.3605,374.2568,Exceed
2.3,0.08,440.3285,932.8476,122.8917,634.8183,483.3446,Exceed
2.3,0.08,474.8272,865.4279,116.1414,592.0665,455.9915,Exceed
2.4,0.01,318.5137,647.4937,89.5114,457.7013,343.3037,Not Exceed
2.4,0.01,319.3375,669.2662,92.2909,463.3242,353.614,Not Exceed
2.4,0.01,388.4986,683.2125,92.6474,454.5703,345.2033,Exceed
2.4,0.02,323.1741,659.2355,91.1124,465.806,349.442,Not Exceed
2.4,0.02,325.1302,677.3329,93.3264,470.2675,358.9289,Exceed
2.4,0.02,392.6079,694.983,94.418,464.1485,351.281,Exceed
2.4,0.03,327.8789,671.0042,92.7122,473.9045,355.5754,Not Exceed
2.4,0.03,330.9192,687.6023,94.3618,477.209,364.2424,Exceed
2.4,0.03,484.0056,1008.7127,133.3102,685.9983,524.1859,Exceed
2.4,0.04,332.582,682.7636,94.3107,481.9965,361.704,Exceed
2.4,0.04,336.7043,698.1829,95.3971,484.1486,369.5545,Exceed
2.4,0.04,508.8303,1060.0813,140.0018,722.207,550.5857,Exceed
2.4,0.05,337.2833,694.5137,95.9079,490.0822,367.8277,Exceed
2.4,0.05,342.4856,708.7597,96.4323,491.0864,374.8653,Exceed
2.4,0.05,475.7056,954.8242,126.3041,650.669,495.9902,Exceed
2.4,0.06,341.9828,706.2544,97.5038,498.1615,373.9465,Exceed
2.4,0.06,473.9911,1008.5395,132.4839,683.9042,522.8182,Exceed
2.4,0.06,471.0588,940.263,125.5008,641.2049,488.4944,Exceed
2.4,0.07,346.6806,717.9859,99.0985,506.2346,380.0604,Exceed
2.4,0.07,490.9326,1045.4317,137.4297,707.4434,541.2781,Exceed
2.4,0.07,523.6102,1084.0864,144.369,740.0225,562.7438,Exceed
2.4,0.08,385.6368,815.3621,107.1077,560.4983,426.9873,Exceed
2.4,0.08,480.659,1016.7379,134.2057,692.1318,527.2128,Exceed
2.4,0.08,473.1728,916.0408,122.6949,625.9153,475.631,Exceed
2.5,0.01,331.2306,671.9301,92.6295,473.6991,355.2605,Not Exceed
2.5,0.01,330.9581,695.9584,96.0216,481.0756,367.1664,Exceed
2.5,0.01,404.3641,709.1061,96.1839,471.5553,358.113,Exceed
2.5,0.02,335.193,681.6158,94.2228,481.7651,361.369,Exceed
2.5,0.02,336.4215,704.0164,97.0564,488.0049,372.4707,Exceed
2.5,0.02,516.0056,1072.1453,141.3446,728.9412,556.7982,Exceed
2.5,0.03,339.8851,693.3273,95.8148,489.8247,367.4728,Exceed
2.5,0.03,342.1861,712.7097,98.0911,494.9324,377.7736,Exceed
2.5,0.03,501.7381,1019.528,134.7044,693.8421,529.4117,Exceed
2.5,0.04,344.5757,705.0294,97.4055,497.878,373.5718,Exceed
2.5,0.04,347.9469,723.2643,99.1257,501.858,383.0751,Exceed
2.5,0.04,493.3394,1023.0318,135.119,696.2826,531.1684,Exceed
2.5,0.05,349.2644,716.7223,98.9949,505.9251,379.6659,Exceed
2.5,0.05,493.9955,1049.101,137.8379,712.3567,543.8129,Exceed
2.5,0.05,522.6345,1082.8263,143.3262,737.0068,562.156,Exceed
2.5,0.06,353.9513,728.4059,100.5831,513.9656,385.7552,Exceed
2.5,0.06,487.3068,1033.2742,136.1171,702.6041,536.3767,Exceed
2.5,0.06,499.3606,1030.9873,137.0373,702.2947,535.2372,Exceed
2.5,0.07,358.6365,740.0801,102.17,522.0,391.8396,Exceed
2.5,0.07,492.0513,1045.74,137.7487,708.4721,541.3585,Exceed
2.5,0.07,568.4163,1175.7654,156.7301,800.5733,610.2193,Exceed
2.5,0.08,518.1341,1091.592,143.8659,751.027,571.6572,Exceed
2.5,0.08,524.163,1107.1609,146.4922,753.7507,574.7257,Exceed
2.5,0.08,471.3883,966.7546,129.4641,659.7063,501.7978,Exceed
2.6,0.01,343.9133,696.1965,95.8976,489.4833,367.0541,Exceed
2.6,0.01,344.1672,722.5811,99.7461,498.7258,380.642,Exceed
2.6,0.01,420.2158,774.7754,102.4706,526.0099,402.4469,Exceed
2.6,0.02,347.4049,705.6664,97.2904,497.5105,373.133,Exceed
2.6,0.02,347.5741,730.6303,100.7802,505.6411,385.9357,Exceed
2.6,0.02,534.4206,1107.7151,146.6666,753.2551,574.9271,Exceed
2.6,0.03,351.808,715.3346,98.8746,505.5316,379.2073,Exceed
2.6,0.03,353.3144,738.6785,101.8142,512.5546,391.228,Exceed
2.6,0.03,516.3717,1068.953,141.2957,726.8561,554.8027,Exceed
2.6,0.04,356.4859,726.9796,100.4576,513.5462,385.2766,Exceed
2.6,0.04,359.0508,748.1736,102.8481,519.4662,396.5189,Exceed
2.6,0.04,506.9172,1023.3703,135.6891,696.0416,531.1755,Exceed
2.6,0.05,361.162,738.6154,102.0393,521.5547,391.3412,Exceed
2.6,0.05,513.6704,1094.0196,143.9836,738.9278,566.1868,Exceed
2.6,0.05,533.059,991.7472,132.4296,675.7977,517.2593,Exceed
2.6,0.06,365.8364,750.2418,103.6197,529.5568,397.401,Exceed
2.6,0.06,532.5847,1130.4275,148.8739,767.21,585.2642,Exceed
2.6,0.06,545.6773,1124.6669,149.6029,765.9953,583.4706,Exceed
2.6,0.07,370.509,761.859,105.1989,537.5523,403.456,Exceed
2.6,0.07,552.38,1171.4715,154.7203,793.6646,607.0071,Exceed
2.6,0.07,520.0438,948.3355,127.5979,646.412,492.1752,Exceed
2.6,0.08,542.4338,1144.5338,150.6688,787.1379,599.34,Exceed
2.6,0.08,485.2284,987.3166,131.3303,689.8581,535.7498,Exceed
2.6,0.08,500.4012,1015.9009,136.9115,693.8472,527.1473,Exceed
2.7,0.01,356.562,720.293,99.2253,505.0542,378.6849,Exceed
2.7,0.01,357.3763,749.1341,103.4644,516.275,394.0408,Exceed
2.7,0.01,559.0899,1115.7214,147.6574,757.8061,578.8669,Exceed
2.7,0.02,360.0493,729.7373,100.5026,513.043,384.7344,Exceed
2.7,0.02,358.6972,757.1739,104.4985,523.1759,399.3302,Exceed
2.7,0.02,544.6139,1097.5676,145.2031,745.6674,569.4173,Exceed
2.7,0.03,363.6474,739.178,101.8919,521.0255,390.7791,Exceed
2.7,0.03,364.3011,765.2134,105.5318,530.0753,404.6119,Exceed
2.7,0.03,545.4045,1126.4764,149.7451,764.9114,584.406,Exceed
2.7,0.04,368.3127,748.6151,103.4671,529.0016,396.8191,Exceed
2.7,0.04,516.7757,1094.1016,144.4821,742.4896,567.8264,Exceed
2.7,0.04,561.25,1156.6572,154.3843,787.4379,599.8215,Exceed
2.7,0.05,372.9763,760.1933,105.041,536.9713,402.8542,Exceed
2.7,0.05,524.8249,1111.5763,146.6466,754.9583,576.4847,Exceed
2.7,0.05,527.5562,1083.6056,145.0154,738.1408,561.9707,Exceed
2.7,0.06,377.6381,771.7626,106.6137,544.9348,408.8844,Exceed
2.7,0.06,556.1407,1177.201,155.4152,799.7899,610.3208,Exceed
2.7,0.06,594.0171,1222.2477,162.9788,832.1915,633.6802,Exceed
2.7,0.07,382.2981,783.3227,108.1851,552.8918,414.9097,Exceed
2.7,0.07,522.6016,1104.8229,146.4791,748.4035,572.3844,Exceed
2.7,0.07,568.4637,1002.9592,134.9959,694.5909,536.3018,Exceed
2.7,0.08,551.4533,1158.1485,153.1426,797.1888,606.6374,Exceed
2.7,0.08,502.3426,1055.7912,140.4114,716.1259,555.1466,Exceed
2.7,0.08,525.0555,1073.5366,144.1187,732.2052,556.5811,Exceed
2.8,0.01,369.1765,744.2197,102.53,520.4426,390.3983,Exceed
2.8,0.01,370.5853,775.6168,107.1773,533.7227,407.3694,Exceed
2.8,0.01,584.0422,1204.6762,160.4232,818.6369,624.5796,Exceed
2.8,0.02,372.6596,753.6383,103.8037,528.3629,396.1736,Exceed
2.8,0.02,371.9062,783.6487,108.21,540.6099,412.6419,Exceed
2.8,0.02,590.0792,1216.3526,162.0669,826.85,630.5615,Exceed
2.8,0.03,376.1422,763.0534,105.077,536.3067,402.1888,Exceed
2.8,0.03,375.1524,791.6795,109.2427,547.4953,417.913,Exceed
2.8,0.03,577.2083,1115.1761,148.6809,758.2615,578.1968,Exceed
2.8,0.04,380.0563,772.4649,106.434,544.2442,408.1992,Exceed
2.8,0.04,550.7463,1168.3852,154.2226,791.479,604.4464,Exceed
2.8,0.04,588.2508,1056.006,141.5192,744.8178,573.709,Exceed
2.8,0.05,384.7073,781.8728,108.0002,552.1754,414.2047,Exceed
2.8,0.05,542.0459,1148.9509,151.9398,777.7276,595.4533,Exceed
2.8,0.05,575.5832,1180.5131,158.2202,803.7586,611.844,Exceed
2.8,0.06,389.3565,792.9689,109.5651,560.1003,420.2054,Exceed
2.8,0.06,556.3313,1173.834,155.6826,798.0109,609.4895,Exceed
2.8,0.06,609.0303,1020.9707,133.5909,781.6729,600.5929,Exceed
2.8,0.07,519.7283,1093.7795,144.3964,752.1341,572.9529,Exceed
2.8,0.07,569.9327,1201.3054,159.3899,816.8479,623.0157,Exceed
2.8,0.07,538.6455,1059.3058,142.0015,721.563,549.1263,Exceed
2.8,0.08,576.5061,1211.5864,160.144,832.7086,634.6146,Exceed
2.8,0.08,533.9277,1125.984,149.9112,761.8313,582.8009,Exceed
2.8,0.08,552.1486,1128.4177,151.5188,768.4882,584.851,Exceed
2.9,0.01,381.757,767.9767,105.8117,537.1266,402.8832,Exceed
2.9,0.01,383.7942,802.0307,110.8833,551.0695,420.6149,Exceed
2.9,0.01,589.6971,1163.6285,154.6311,789.862,603.0887,Exceed
2.9,0.02,385.2359,777.3697,107.0819,543.5373,407.7534,Exceed
2.9,0.02,385.1151,810.054,111.9154,557.9428,425.8768,Exceed
2.9,0.02,614.2886,1263.7473,167.8217,857.4313,654.9047,Exceed
2.9,0.03,388.7143,786.7593,108.3517,551.3758,413.4359,Exceed
2.9,0.03,586.645,1239.5638,164.1231,841.4587,643.711,Exceed
2.9,0.03,612.5823,1258.6484,168.073,854.007,652.2384,Exceed
2.9,0.04,392.1921,796.1452,109.6209,559.2748,419.4168,Exceed
2.9,0.04,587.627,1248.1182,165.0363,842.1494,646.0438,Exceed
2.9,0.04,563.1269,1153.4413,154.6909,783.2463,597.8106,Exceed
2.9,0.05,396.3551,805.5276,110.9169,567.1675,425.3929,Exceed
2.9,0.05,568.6773,1206.6287,159.7218,816.0923,624.218,Exceed
2.9,0.05,626.4298,1283.0362,172.0943,873.0156,664.5705,Exceed
2.9,0.06,400.9919,814.9064,112.4741,575.0538,431.3642,Exceed
2.9,0.06,534.4328,1125.9033,149.7947,763.909,586.7863,Exceed
2.9,0.06,605.2371,1047.6375,141.4708,740.1199,570.7622,Exceed
2.9,0.07,590.9709,1240.7632,164.1631,852.7448,649.9435,Exceed
2.9,0.07,569.3383,1112.2448,146.4093,810.3747,626.4914,Exceed
2.9,0.07,577.2225,1112.4747,150.2201,758.3102,576.2552,Exceed
